Sentiments,Reviews,language
negative,I bought 3 apple pencils for myself and my sister and brother but I was very disappointed that the touch from the pen was not what I expected I thought it would have been better touch when I try writing on my phone but I just was not satisfied with it,en
negative,Tottaly fake thing never buy it plz,en
positive,Best shoes in best price range. Quality is so good and also looks are also the best.,en
positive,One of the standout features of these glasses is their stylish design. They come in a range of fashionable frames that will suit any style preference. The frames are also lightweight and comfortable,en
positive,Very nice thermostat and good shipping,en
positive,The perfumes ( itar ) has a sweet fragrance which touch the heart. ❤️❤️ . I love it. Highly Recommended from My Side,en
negative,I do not like the stuff.. It looks nice in packing and in pictures but in real the material is not good..,en
negative,very low quality ,en
negative,I received product in2 days,en
negative,mic is not working ,en
positive,Music never sounded so sweet. Both lower and higher frequencies reproduce much crisper than on the conventional cable.,en
positive,Good in size and good in quality. works great for its purpose in this small price.,en
positive,Fresh Potato Good Service 😍,en
positive,Received as shown in the picture.. Nicely packed..👍 Though have not use yet...,en
positive,Good in this price range . I recommend this pod for all people thank you draza for amazing divice ,en
negative,Adaptor Is not working I connected it through laptop adaptor it worked.,en
positive,"So delicious, long expiry, amazing!!! We liked it order it again 👍",en
negative,Very low quality product. Material and finishing lacks quality as well. Seems to be used or 2nd hand product. Extremely disappointed with the seller. Not recommended at all.,en
positive,exactly get what I ordered and its scent is very freshening n delightful...totally satisfied💯...very awsm experience✨️ highly recommended this product.,en
negative,bit hard as compare to wax available in market,en
negative,They are very small. And also there are some repeated pairs. Not very bad. Delivered before than the expected date. ,en
negative,low quality plastic product. not worth buying. 3 pieces of same color I.e. white not same as shown on store .not recommended to buy,en
negative,product is good. not packed properly. just covered in card board. no shopper. and no courier packing.,en
negative,The one I got came broken-chipped at the nub and paired with iPad but would not drawBoth this shipment and the replacement delayed,en
positive,"Good quality and worth paying, good quantity",en
positive,Great product....Little bit scratches on body as seen in pictures but panel is great in condition like new one. Good response from seller.,en
positive,Good quality in this price,en
positive,Good quality sticks as mentioned on page,en
positive,"i received what i ordered and i like it so much,thank u",en
negative,not as per picture and quality also,en
positive,Pretty good. Great stuff!!,en
negative,"No actual 3D glases, No better result dont waste mony if you want actual 3D glases",en
positive,"fresh vegetables, timely delivered, thanks to daraz and seller.",en
negative,Good but little scratches how,en
negative,Not good. I ordered 3 buckle and pay for 3 but recieved only two......,en
negative,The ball is damaged,en
negative,Ordered 2 lights both working absolutely perfect. Length was not 5 meters bit less than that,en
negative,too much poor quality.. and size specs totally out.,en
positive,Nice.. Like it,en
positive,Thank you so much the quality is soo good and I personally recommend ♥️,en
positive,Very good Quality glasses and very decent price. arrived earlier and safe.,en
positive,Wow very nice shoes love it very soft and thanks of daraz app,en
positive,More then my expectations,en
positive,it is amazing just like shown in the picture good experience thnx to all of you,en
positive,Highly recommended as adhesiveness of product is also good.,en
positive,nice worked ,en
negative,"Assalam O Alaikum , May be seller is colour blind , he could not differ between black and brown color . I ordered brown but he send me black article.any how so disappointed ",en
positive,it was an AMAZING... superb..... quality is acceptable...i like product,en
positive,Good quality for this price range i satisfied and delivery time also good 👍,en
positive,Nyc products,en
positive,Just a brilliant product.in fact i was not expecting it in such a new condition.the dealer chat response was fast.packing good.and delievered on time.i will recommend u to buy it.its just owesome,en
negative,It is so bad. I just waste my money.It is totally rubbish very bad experience,en
negative,Waste of money. I will be logging a refund request.,en
positive,ordered 5 kg potatoes good in condition,en
positive,"Genuine Product, Honest dealer! Thanks for your service.",en
positive,"Came with good packing, works fine air pressure is also good,  3 minute continue to smell",en
positive,Nice shirt 👕  I'll shop again ☺️,en
negative,Price is very as compare to price,en
negative,thank you soo much for sending me this cheap broken watch 😡😡😡😡.,en
negative,"it was not delivery at home, instead I had to go by myself and collect it from near by city which doesn’t make any sense. Over all everything was great.",en
positive,its amazing shoes and. All item is  very granted full draz apk thanks for All team,en
negative,Package received very fast but honestly speaking I really feel I waste my money because it is a toy and when you used it it is stop and not work properly..sir do not call it better because it is not work it is has really thin wire which not move when I put coffee for beats..,en
negative,"they are great in size. and the quality is really great. i am using these from 6 months almost. due to high sole , the shoes aren't really comfortable for longer time period.",en
negative,product seems defective slightly leaking. bottles level different,en
positive,Good addition to my room.,en
negative,The frame is bent. Overall quality is very bad. Rawal bolts are useless so be prepared to buy your own better quality rawal bolts.,en
positive,Overall great experience.,en
negative,packing was not good pehly s open tha voice quality poor ,en
negative,its the second time im ordering this the Frist it was great quality but now its like those cheap market ones very bad quality on the second time very disappointed im returning the Product its not worth even 1rs.,en
negative,do not BUY THESE Some part of strip works and some part does not work!! Worst experience on Daraz.,en
negative,Good experience as the product is 100% as per the order,en
negative,Very bad quality never going to buy again,en
positive,it is good and soft silicone. very comfortable. easy to wear and easy to walk with. I will recommend this product to all the house wives,en
positive,same day delivery with no shipping fees great and quality and quantity both are good I recommend to purchase fresh products from daraz. Thanks daraz ,en
negative,"In description 100% Genuine Leather is mentioned while in reality it is PU coated Split which is not Genuine Leather, picture on Daraz and received item is totally different, Really disappointed, wastage of money and time.",en
positive,good quality in this price ,en
negative,DONT BUY THESE SHOES. The quality and material is even though good and same as shown in pic. But these are not comfortable at all. The high sole is extremely difficult to walk in. It keep flimsing me.,en
negative,"I ordered this Apple Pencil in anticipation for my new IPad Air 4 back in March 2021. It was marked as “new”, I paid full price ($130). It worked fantastically for most of the next 17 months. When the pencil was not in my hand, it was attached to the side of my iPad Air 4. It kept a 100% charge all the time when I wasn’t using it. I draw in Procreate, Illustrator, and Photoshop and I am an avid note taker so I’m always aware of the battery level of both devices.I always plugged my iPad in every night to charge or at my desk first thing in the morning while I worked. I always checked the Pencil. If it was ever detached for whatever reason, I connected it and observed it was at or near 100% every time. A few minutes later it was back to a full charge.Fast forward to August 2022.  The Apple Pencil suddenly stopped charging. Over the next few days, it failed to charge and died for the first time. It would intermittently charge. Every few days, it appeared to charge to 100% and seemed to be fine. A few days of sporadic use I would notice the Apple Pencil was not charging (I still kept the Pencil attached and the iPad charged). Then magically it would charge again after forgetting the Pencil and reconnecting several times. Then it would sporadically not maintain a charge.I was busy with a lot of important projects during this time so this was low priority in my life. Finally at the last week of September it refused to charge at all. It would charge enough to connect via Bluetooth (only briefly) then disconnect.I took it and my iPad to the local Best Buy (an Apple Authorized Service Provider) and they diagnosed it with a bad battery that would not charge. The tech asked me when I purchased the Pencil and I indicated “March 2021” so he was checking for any warranty that may be active. He checked the Serial Number against an Apple database and told me it was originally purchased in January 2021.I bought a new Pencil and got a used Pencil? It seemed to work fine for over a year. But I’m left wondering why it suddenly stopped charging? What could’ve been wrong with it to have the Pencil last for so long then stop working? Are Apple Pencils notorious for just not being a good product?Granted, I had the device for one year and a number of months but I did not expect it to crap out on me so quickly. I have a 15 year old Wacom stylus and tablet that still work. I have an iPhone 6S Max that still works (not my daily driver, but still). My 37 year old NES works like it’s 1985. I take great care of my technology.I took care of it and followed the directions (especially didn’t get it wet or feed it after midnight). I took it on vacation this summer and it stayed in the room. Not even around water or sand. Yet here was a $130 aluminum and plastic stick that was useless. Like a fool, I did not purchase an Apple Care plan for the Pencil (my mistake). And it was apparently used when I bought it. Amazon lied.I spent $130 on another one at Best Buy that day (much to the chagrin from my wife) and I shouldn’t have had to do that. I could see if I treated it poorly and did not keep it charged but that was not the case.Amazon sold me a used Pencil that may have had a defect. I double checked my order to make sure I did not buy a refurbished or used Pencil (I did not). And since it worked for almost 18 months...probably nothing I can do.",en
negative,the quality is great was quantity is not enough according to the price,en
positive,same quality as show in pics and ots very comfortable but some finishing is not good showing in my pictures . other wise in this price this is best ,en
positive,very good very nice product,en
negative,To poor quality of the table. The product owner is also do not cooperative with me in the msgs .,en
negative,And they donâ€TMt work with natural light only artificial light,en
negative,skin white original soap Packing was ok not safe Packing..condition ok.. old rates not good over all ok,en
negative,"package is not pack ,anyway product was good",en
positive,Good product & usability,en
positive,I'm very happy for Daraz thinks you ,en
positive,execelent product good quality. very satisfied after receiving delivery. thanks seller,en
negative,Not good its so small,en
negative,Too salty. does not taste good compared to other imported organic peanut butters.,en
negative,product is not same as shown in picture. again disappointment.,en
negative,what a waste of money and time.. 1st thing i noticed its without the cap and whooaa!! the bottle was almost empty.. seriously is this from Daraz Mall?,en
positive,Good vegetables available at door step.The quality of tomatoes is also best💯I also got discount.I am satisfied from Daraz Fresh.,en
positive,exactly like the picture. good quality. loved the design,en
positive,Good Product.,en
positive,fresh products cheap price as compare with market ,en
positive,"Satisfied....,",en
positive,the quality is veryy good and durable. i have been using this for a while now and the color is also perfect !,en
positive,very useful product.. specially for bathing children.. price is also very reasonable.. recommended,en
negative,it delays sound for about 0.5sec and sometimes it goes disconnected without of any reason.,en
positive,Quality and sound was reasonable according to price,en
negative,good experience a bit late 🏃💨 all fresh Very good,en
negative,package received on time but one side of hand free is mute no sound complaint to customer service they told me that they will come and replace the hand free but till now nobody arrived. Murad ,en
negative,"It really works worth buying, its painless.",en
negative,Average product... vibration afternoon installation,en
positive,"Nice product,  sound is very loud",en
positive,Reasonable price with good quality ,en
positive,fresh items I like it very good,en
negative,Cheap first copy of the product,en
negative,"Terrible... would not connect with iPad after only two months, even Apple Care could not help. Would like to request a refund/replacement.",en
negative,"Shuttle is not even recommended for Club level sports, it is totally unstable in air, no short accuracy. it is better to go with GS Gold (Ghafoor) which is now quite costly. 300 per shuttle. however even expired GS is more stable in air than this new shuttle.",en
negative,I have wasted it because I the size looks like that its for finger,en
positive,Very very nice product my son is very happy ko see this scate board thank you so much Daraz,en
positive,"Overall A good case for safety of earphones and it have a good storage space
Seller experience is good!
Recommended!",en
positive,very good quality water,en
negative,It comes in a good condition but it takes too much time and energy to use ...,en
negative,not connecting to ipad... battery doesn’t even show up when attached,en
negative,"blower power is not very good,; however may be used for domestic purpose only",en
positive,I found it better satisfied ,en
negative,"Very thin mousepad, no foaming underneath.",en
positive,"The 6 pcs kitchen silicone stretches seals for covering different crockery its a best gift for everyone, and these are well protection to all insects and flying insects specially for yours food items. I highly recommend for others.",en
positive,This Gel form sanitizer is very good. Best quality. Non sticky and it is fragnace is great. Must buy 10/10,en
positive,wao.. great product. timely received and received discounted price. nice seller. always give discounted priced product for every one. thanx daraz and seller.,en
negative,They are deliberately sent items in low size to save raw material .I have received 2 medium and 3 XL size of T shirts .Very bad,en
negative,It had a missing tip and it has a broken top so i can not just replace the tip,en
positive,Best seller. Fast delivery. Product received in Good condition,en
negative,quality should be good ..secondly its touch is very poor I cannot say anything else about it 😡,en
negative,Pencil gave out and doesn’t work. I’ve tried everything and have read lots of things to do in order to make it work. Nothing worked.,en
positive,"I think soo 
genuine product
no complaint",en
negative,I purchased 3,en
negative,This product needs to be looked at in a design way by Apple. The pencil tip is flimsy and will break off with even slight pressure applied too much at once. I've replaced it 3 times in 2 years. it is unibody design is a horrible idea since you can not fix anything about it if one part breaks.,en
negative,In Rs. 650 including delivery is useless.Your cell phone built-in speaker gives you more loud and better sound rather then this product. Not recommended.,en
positive,Very good product,en
positive,"The product is fine. Seller was quick, have not tried the product yet but expectations are high. Seller should offer adapter as well in the package",en
negative,item is not as usefull as they show in video.i am not satisfied.,en
negative,very cheap product 😡 pathetic,en
negative,"I thought I was buying a 2nd Gen apple pencil but I instead received an old 1st gen apple pencil, the description clearly said 2nd Gen so I'm not sure why i got that instead.",en
negative,"Product was satisfactory, price was ok and delivery was also made in reasonable time. The only negative point was delivery charges for a pickup order which should not be charged by Daraz.",en
positive,The Product Was Overall Very satisfying,en
positive,nice product same as shown in picture,en
positive,Good sound as described ,en
negative,Works fine with little water only. Otherwise it starts spilling out as the size is v small. But is very handy and useful product.,en
negative,Size is very small.,en
negative,Fake product so please I recommended do not have this product,en
positive,Thank you 🙏 so much seller.. it is a good product same as pictures or details... I personally recommend...,en
negative,"I found the price of this fragrance to be exorbitant for what it offered. The scent was mediocre at best, and there was nothing about it that justified the high price tag. I felt like I could find similar or even better fragrances at a much more reasonable price",en
positive,ur product is so amazing it is gave really good experience 🤩,en
negative,ordered 2 pieces but one piece is not working...,en
negative,product is good but did not get the color I ordered,en
positive,fast delivery and quality is very very good,en
negative,Product came on time. It doesnot do what it claims. And its very expensive.,en
positive,"on time delivery, good product so far :)",en
positive,"best quality, worth buying in this price, perfect for my airpods 👌, and I loved the colour 🧡.",en
positive,completly satisfied .. everything was soo fresh em first tym trying to buy from here but em really appreciate you seller ... highly recommended.!!!,en
positive,Good product nice packing,en
negative,"I ordered 4 Aprons, Parcel recieved and Aprons are good in this price, but there were no Caps in the parcel and they are missing. The discription of this article shows 'Apron with Cap'",en
negative,I order 3 packs total 15 shirts and he send me only 1 pack of 5 shirts Seller is a fraud,en
negative,quality and size is ok,en
negative,not happy for this order,en
positive,"Timely delivered , Same as described , highly recommend,💯",en
negative,Dim lights! not worth it,en
negative,considering the price its good.,en
negative,we received this parcel on 21th August 2020 this is not to support the window 8 and 10  only sport to window 7  and many keys are not working properly and also very big scretches on this this is refurbished but not to good,en
negative,The size of leaves are a bit small but overall a good product in this price range.,en
positive,Overall a good product,en
positive,satisfied with order,en
negative,its  too mini size... not actual as it is uploaded but overall good,en
positive,so good Service .. received Original Handsfree With a Gift also 🥰 Really Recommended to every1 .. Thanks to seller .. jazakAllah,en
positive,this product is really effective to your jawline .. I bought it recently and you will believe I found it so working .. it is too strong to handle the pressure of your jawline... it is very good product,en
positive,fresh shampoo original and safe Packing discount prize amazing thanks DARAZ,en
positive,all chillies are fresh. good size. really like to buy from daraz,en
positive,This is the same product as ordered Very nice imported material,en
positive,"just as shown! fast delivery, superb packing, strong suction power and overall vacuum is just amazing, loving it!",en
positive,Fresh ta sub ,en
positive,receive item safely thanks,en
positive,Fresh and economical vegetables. I'm satisfied with my buying experience on daraz.,en
positive,very awesome and very good quality I suggest this product to buy 👍,en
positive,its good and amazing i recomended ,en
negative,stopped connecting to my ipad in just a few days of using,en
positive,Excellent quality. Totally satisfied with quality and speed of delivery. Keep it up and good luck.,en
negative,"came without caps, otherwise very useful..",en
positive,Beautiful product. might order more from here,en
positive,Awesome product thanx daraz ,en
positive,The bags are bigger than I thought..I really like  thank you 🙂,en
negative,"got my skateboard its not the same as shown in picture.whenever I stand on it,it makes a cracking sound as if it is going to break",en
positive,"It always brings me a joy whenever I receive my parcels, because online shopping is analogous to send gifting to your own self.. 
 It really pampers me when I see the stuff better than my expectations.. 
 Thanks a million to you and your honesty.. 
 Got my parcel safe and sound and too muchhh Happy😊😍",en
positive,Very good product and good service,en
negative,"Value for money, 3 stars for product. But there service is D*m sh*t(Sorry). ordered twice from them (Twin Brothers) and both times they sent wrong colors. Thats how you lose customers.",en
negative,"very bad quality, received completely different poor quality two umbrellas, dont waste your money, horrible sevjce",en
negative,fake jaali product not glowing ...this seller shoulde be bannad,en
positive,recieved superb sabzi vegetables excellent work by Daraz Mart free shipping & reasonable Pric,en
positive,"installed in suzuki alto turbo rs 2016, the official suzuki app ""sz viewer"" marks it as fake OBD2, however other obd2 apps pick it up and show sensor data, also cleared codes on ecu.",en
negative,"It was in good condition. But when I opened it there was no instructions manuel and without that you do not know how to control them. The buttons do not work what they are meant to. The voice comes laggy only the thing which work is the mic. The left earbud sounds like the voice is coming in 8d and the right earbud is normal. I regret buying this, It would be better if I would have gone for the bid headphones or the wired ones they would also cost me the same price as these. And the battery of the charging case finish so fast.",en
negative,product looking fine but not description or packaging at all,en
positive,out standing prouduct same as picture great seller,en
positive,Today I'm very Happy I received my order 😊.it is best quality nighty.,en
negative,Not equally balanced. Seller is fraud. This is the most basic thing which seller should check before sending it to customer. Kindly refrain from ordering.,en
negative,lock button not working,en
positive,Just WOW  beautiful  if there will option of 100 stars I will give 100 out of 100,en
positive,"Wonderful experience, I mistakenly ordered without checking the delivery date which was actually the last day before my departure. Seller was really supportive in dispatching it in urgency from his end.",en
positive,very good and useful product highly recommend for those who have short space ...,en
positive,my little one loved it.its really soft and cozy.finishing of the elephant is nice.price is expensive.,en
negative,not good quality,en
negative,product seems good but its battery timing is not good,en
positive,good and fresh vegetables thanks,en
positive,it so so so beautiful . and natural lights . I so so like this .if you bought it you fell happy. it is really or king in night,en
negative,very bad experience the lights were not turning on waste of money and time jjust do not order ittt😠,en
positive,Recommended!,en
positive,"Delivered what I wanted, 10/10",en
negative,No good quality,en
positive,Prices are high quality is good,en
positive,Received my parcel today. Quality is great. Thank you seller for the gift and wish card. I'm very happy with my purchase. Highly recommended.,en
negative,"1 piece was not working fine, mic and 1 side of the handsfree was not fine",en
positive,"Very good product it’s my third order from this store, all are good with beautiful scent",en
positive,I was surprised by the quality of the mouse pad. Such a high-quality mouse pad at a low price,en
negative,Overall the quality of the product was good but I'm not satisfied with the product. It takes 1 to 2 mins to fill up a single glass of water. Also we have to keep pushing the button for water. I'm returning it because it is not good and does not match with the description. Slow speed water pump and also it stops every time while filling a glass.,en
positive,Fresh. Thank you ,en
negative,Fabric Quality is not good and lastic quality is loose. but in this price its ok,en
positive,Watch is good,en
negative,good but difficult to use,en
negative,low quality third class ,en
negative,"These are not some crazy Egyptian cotton blend or anything fancy. These are good looking, nice feeling basic day to day kitchen hand towels. They work, look great and do the job for the most part! Will buy exactly the same again when these get too old.",en
positive,Nice product as shown,en
positive,The quality of the product is so good.Have ordered these in Jumbo size.Delievery was on time.Will shop again soon🙂,en
negative,Very low light. Not useful for dressing tables,en
negative,its not good. its right side earphone is not working. ,en
negative,i received the Dawlance Refrigerator (gd inverter 91996) today and when i opened it the glass of the door was broken. Please guide how to proceed for Exchange .,en
negative,"The brush does nothing. Very cheap quality but justified compared to price. However, it cannot be used as it soaks up the cleanser. Will be throwing it away",en
negative,Respected seller. it is not fair 02 colors are new and 01 color which is packed in a wrap is rough and used. The seal is broken.,en
positive,very nice quality ,en
negative,"Before purchase, I asked Dawlance customer care about compressor and they ensured me that they install Panasonic/Arcelik compressors in their products. Unfortunately, it has small compressor (not a Heavy Duty and made in China by Wanbao) as compared to size of refrigerator However, cooling is fine.",en
negative,very soft. comfortable,en
negative,I have ordered one blue pair 42 size but I recieve 45 size poor seller quality was poor and already plastic was broken for one pair shoe plzz refund my amount back to my wallet plzz soom,en
negative,it is a good transparent soap base. I made a few soaps with it do far they turned out great. The only problem was it was not lathering much so I mixed a little bit lye in the soaps to make them lather.,en
negative,"Very bad experience, poor quality",en
positive,i like the combination 🌾🌾,en
negative,at first I just used a 12v adapter it just seemed good but when I connected output as described in the images of the product it does not worked,en
positive,very nice and fresh thank you ,en
negative,it is was just ok not as good as in picture.,en
positive,always fresh and satisfied with prompt delivery,en
negative,Best book for financial motivation & education. Paper quality is good but I would recommend the seller to please pay a little attention to book binding bcz it is binding is not very long lasting.,en
positive,Excellent product better then expected. highly recommended.,en
negative,average sound quality ,en
positive,"Excellent Qualty & Price Justified. Beautiful Color, Light Weight and My Daughter Liked it. Thanks Daraz & Thanks Seller. I am going to order one more for me. ",en
positive,I ordered this charcoal Bags...the quality and stuff is same as shown in the picture...thanks Daraz,en
negative,"Only a few hours after pasting the lights on the wall, quarter of the lights stopped working completely, no return policy on such low quality products. Hated the experience",en
negative,Received but wire broken,en
negative,The order was delivered late but everything was ok.,en
positive,Excellent service same as shown in picture and as described in description good stuff.. thank you 💞 Best seller,en
positive,The quality of the lens is very good and also the packaging,en
negative,do not purchase guy's very bad product dont fitting 🥴🤤,en
negative,Quality is not upto mark...,en
negative,Design is very thin.,en
negative,return my shoes ,en
positive,Good working fine. delivery was fast.,en
positive,"good quality, good to cath lour fish",en
positive,very nice same as shown☺💞,en
negative,"I got expired milk, delivered on 6 march with 31 jan expiry date, and my bad luck is i ordered 4 😞",en
positive,product quality is good. my thumbs always have cuts because I am not habitual of using cutting board. it is good for me as it really resists cut,en
positive,"I have used this product before, it is very effective and takes in effect quickly",en
positive,Thanks for a good quality product 👌I like it,en
positive,"Same as shown in picture, very nice packaging and delivered on time very nice service.",en
positive,Recommended Power bank This Is Very Good Quality Power Bank And it is Mini In Size Also 😀,en
negative,I ordered gray glasses and see what they would deliver to me after waiting for 1 week. I am very disappointed with the product seller. Check out the bifocal's material quality and its slim frame. The product is the opposite of my expectations. I recommend you all buy from the local people on the footpath. They will sell best at this price.,en
negative,SENDED IN SMALL SIZE AND NOT REFUNING MY AMOUNT !!!!!!!!,en
negative,ALL ok but need to use cloth in strecthable cotton instead of regular cotton because trouser means comfort and flexible,en
positive,i am totally satisfied with the product and daraz service. i received the exact size with good quality. home delivery make my day. warranty card also included. thanks daraz and thanks Dura foam,en
negative,The product gives quick results but temporarily. I would only recommend to use it in special events.,en
negative,Literally very poor quality,en
positive,easy to use,en
negative,"It is great but did not get brochure with it, looks awesome",en
negative,Totally Deformed and has stains of oil on it too. Very disappointed with such service,en
positive,very good quality and excelent customer service,en
negative,I am to mush disappointe for your product,en
positive,very nice stars so cute and in time delivery ,en
negative,very low quality.,en
negative,product is same as shown in pictures but I give him 1 order of 6 Items but he sent me one order in 3 consignments it is not affordable duo to DC experience it is not fair,en
negative,the white portion is so hard...my foot is in pain.inner soul is not good...it is so hard...,en
positive,best purchase 👌🏼,en
negative,Torque Pro APP says the device is a cheep clone and use the original one. Maybe he is right :),en
positive,Excellent.... received the same as shown,en
positive,zabardast and original product,en
negative,"pink color ordered but blue recieved , good quality fast delivery thank daraz",en
positive,Good Product! Arrived on time! Highly recommend.,en
positive,Good sound quality ,en
positive,100% Same Product 😍 Good One Product,en
negative,not effective,en
positive,they are quite good in this price ,en
negative,Stitching and shape is ok,en
negative,only 1 metre is working. Disappointed.,en
negative,it looks like original gionee. seller sent a small gift as well. no bubble packing so could have been damaged. will share more after use,en
negative,"it is not dust proof, poor quality Shame on your saler",en
positive,Good quality optical cable 👌,en
positive,good seller. received same color which i ordered,en
negative,Not Bad At All Product Was Fine,en
negative,i ordered mix fruit shampoo and u send me cherry any how thanks,en
positive,great product. good value for money and quick delivery ,en
positive,Received parcel... I have orderd thid for second time... Quality is very good.. Thank you daraz seller ♥️😊,en
negative,first they earn your trust and if you order again they will send you faulty products. in my case DARAZ compensated me but the seller straight away refused to resolve my issue.,en
negative,"Lowest quality, very high price. Quite harsh on skin. Cheap replica of original gloves and no value for money. 400 for a single useless glove. Not worth it.",en
negative,not regional and not effective,en
positive,"it is a portable thing to carry , recommended!!",en
positive,vey good product ,en
positive,I really the product,en
positive,Guys it is a really good quality product I'm really happy. Thanks,en
positive,SAME PRODUCT BEAUTIFUL SHOES THANK You ❤️😍,en
positive,Everything is good,en
negative,"Unfortunately, I received the first generation Apple Pencil instead of the second generation pencil.  I double-checked, and the outside bubble wrap sticker clearly says, ""Second Generation,"" but the pencil is a first generation and would not work with my iPad Pro.  Frustrating.",en
negative,worst quality not as shown in pic didnt have any flavour as said,en
negative,extremely slow delivery,en
negative,"not very good quality, but good enough for the price",en
negative,"I asked for XL shirts the gave medium and not responding now, Very bad company",en
negative,"these loofas suck. even though the use of the loofah was quite alot, a good one does not tear up (for the lack of a better word?) so fast. i mean, sure the dual color tone seems quite dope and all but the loofah itself should be able to serve its purpose.",en
positive,"Thankyou Daraz Excellent and Save Packing.
All vegetables are Fresh 👍",en
positive,"Packaging was great, I ordered 8 items everything is perfect Alhamdulillah...Highly recommended",en
positive,very helpfull thing specially for suiting,en
negative,"I am beyond unhappy with this very expensive purchase. Right at the deadline to return it, it began becoming very unreliable. For $120 and being an Apple product I expected more. It disconnects often, and resists the initial attempts to reconnect it. Since i purchased an iPad for the main purpose of drawing this is a losing proposition.Do not recommend.",en
negative,Walker plastic quality is just average as compared to the price. Delivery was on time. Packing was good.,en
positive,Genuinely it isn't bad but good at this price !!!,en
positive,"Impressive, material very soft, highly recommended ",en
negative,"unboxed and tried to use, wasnt working so unscrewed tip to see what was up. the yellow stick part was broken off in the nib. how this passed certification is beyond me.",en
positive,this shirt is soo good I love it 💜,en
negative,They did not customize it. item arrived with the wrong name and no number,en
positive,Really appreciated 🙂 This jumping rope same as picture i will give you 5 stars because of product quality is really amazing i can jump easily without any struggle 😇,en
positive,"Exactly as described. Good quality pole, totally worth the price. Highly recommended!",en
positive,100 percent original hanfree great quality Base is good 100 percent satisfied for this product,en
positive,Nice packaging. Arrived from overseas in a reasonable amount of time. Quite small for a 65 Watt charger. Have been using this to charge a macbook and no problems have been  encountered thus far. It does heat up quite a bit but so did my original macbook charger,en
positive,Fresh vegetables MashaAllah highly recommended ,en
positive,nice product 😊 highly recommended ❤️,en
negative,was not expecting it to be so low quality. The sticky tape was not working and kept dropping off even though I had previously asked the seller if it'll stick to wood. The lights also stopped working in just 2 days! What a waste of money,en
positive,The product is good. Quality are fine. It’s a nice and useful product. No hassle to you. I received the exact order and on time. Best product. Must order.,en
negative,It is normal.,en
positive,"fantastic, original and high quality, highly recommended!",en
positive,The product came well packed with long expiry date. These are very useful and affordable 100% recommended satisfied also thanks for sample,en
positive,"Product was as advertised and working perfectly! 
Audio quality is impeccable for such a price point!",en
positive,Authentic original Trinx brand product. Nice and cooperative seller. The way he treated with his customers is beyond next level. Definitely recommend this seller.,en
positive,"These are great towels, I bought two sets since I try to avoid using paper towels. They work great for absorbing every day cooking and cleaning chores, and then I can toss them all in the wash when they get dirty.",en
negative,it is not the product i ordered. you have changed your product image now when i ordered it was like a tube. Pics are also available on your previous reviews.,en
negative,how they can contact me message personaly on my WhatsApp...Is there any no privacy policy about my contact. do not buy with these cheep sellers . Complain them,en
positive,product is very well packed,en
negative,Fake android software No 4GB Ram Very slow poor 3rd copy box,en
negative,No start waste my money local atum very pore it is hearts me ,en
negative,Delivery time ok packing great but low quality rubber making hand black . Plz display rubber name do not paper name,en
negative,glasses frame is quite good. however,en
positive,Potatoes are very fresh and at cheaper rate as compared to the market. Recommended,en
negative,its not working even 1% so dont sell and dont buy it,en
positive,"Solid Sound
Good Build Quality
Good Mic Quality
Highly Recommended",en
negative,it cause many breakouts on my face and is very small,en
positive,"Nice Product, Well Packed, Timely Delivered with all Accessories mentioned. Thanks Daraz and RHS International 🙂",en
negative,Hands free is of good quality as mentioned in the description. Delivery time should be improved. Item is delivered on 3rd day after the placement of order.,en
negative,The pencil clearly had charging dots and the tip was yellow and faded. Gave this as a christmas gift and had to return it on the day of Christmas eve because I wanted it to be open on the day. Definitely returning this,en
positive,Gionee Handsfree very. good and deliver on time,en
positive,Worth the price I paid for these headphones. Sound and build quality are very good. Recommended.,en
positive,"Very nice lights, same as expected. Thank you for on time delivery and quality product ",en
negative,☹️☹️very bad experience,en
negative,Low battery,en
negative,"the wifi is not working its having heating issues, really disappointing. i have to stand under the router even then only one signal appears while my other laptop gets full signals from far away. i want full refund. very bad experience, not buying anything from this seller again ever",en
positive,"awesome quality, very fast service.",en
negative,Dont buy it its totally fake product not working,en
positive,very ordinary quality,en
negative,Works fine,en
positive,good product and good packing ,en
negative,service is Good. timely rcvd.but product was different tan the product shown in vdo. not recommend,en
negative,dnt buy this product..package alrdy opnd...pwr canle misng..and airpod does not work,en
positive,great product! really really great value for money!,en
positive,Awesome awesome quality with price,en
negative,Product is good But you also mention the size also .,en
positive,Great experience. Delivered on time ,en
positive,I tried microsoft towels and went back to these because you can not beat cotton.,en
negative,he product was not good,en
positive,my shopping experience from DARAZ has been successful and my income has increased thanks to DARAZ,en
negative,he send me a apple jam not a mango very bad because i Already order a apple jam ,en
negative,very bad quality size is very small,en
positive,Best and original,en
negative,This product came and it did not work at all.,en
negative,delivery was tooooo late. its better to purchase from market. you cant wait that long,en
negative,"I have received my this order of 02 wireless bluetooth earphone,one pc mic is not working,while 2nd pc mic is wokring well, how can i claim this,please guide
waiitng for your call on my cell no 03344013484",en
negative,its my second other product of herbion....one was face wash which was sooooo worst...second this...i wont buy anything from this company,en
positive,The product is amazing. Sound is very clear and loud👍,en
positive,"awesome dfresh,awesome delivered on time, available at best rate and absolutely fresh and amazing thanks daraz and Dfresh keep it up",en
